user_id;affiliate_id;register_date
194951;1002;25/06/2022
194955;1479;05/09/2022
194960;1124;14/11/2022
194965;1570;25/06/2022
194972;1699;23/05/2022
195002;1183;21/09/2022
195101;1245;06/11/2022
195123;1907;17/10/2022
195190;1449;04/11/2022
195200;1030;07/08/2022
195221;1503;20/07/2022
195243;1917;11/07/2022
195293;1170;31/05/2022
195302;1729;20/02/2022
195346;1127;06/08/2022
195387;1253;20/08/2022
195414;1684;03/12/2022
195427;1827;02/04/2022
195432;1920;04/04/2022
195465;1730;25/01/2022
195516;1555;23/01/2022
195561;1379;16/02/2022
195649;1562;03/10/2022
195656;1861;30/01/2022
195728;1406;27/03/2022
195733;1523;08/07/2022
195747;1965;30/10/2022
195757;1287;26/01/2022
195805;1047;01/04/2022
195843;1396;23/08/2022
195850;1446;13/04/2022
195948;1852;14/04/2022
196003;1119;13/01/2022
196041;1091;16/04/2022
196046;1000;05/08/2022
196077;1228;14/08/2022
196129;1112;26/02/2022
196165;1974;18/10/2022
196175;1352;15/11/2022
196200;1350;01/01/2022
196253;1806;31/01/2022
196297;1051;16/07/2022
196314;1759;17/09/2022
196353;1702;04/05/2022
196355;1909;23/09/2022
196374;1724;20/01/2022
196388;1414;21/10/2022
196433;1373;17/11/2022
196457;1937;01/12/2022
196473;1614;02/02/2022
196546;1296;23/04/2022
196553;1464;30/01/2022
196701;1114;01/03/2022
196740;1503;01/08/2022
196796;1242;20/09/2022
196844;1847;27/08/2022
196862;1896;19/10/2022
196903;1590;18/10/2022
196922;1466;28/08/2022
196970;1504;14/07/2022
196985;1797;30/08/2022
197034;1834;19/05/2022
197047;1350;06/02/2022
197123;1834;29/01/2022
197180;1465;31/03/2022
197190;1565;03/03/2022
197199;1819;07/12/2022
197209;1353;28/06/2022
197322;1058;21/02/2022
197329;1657;20/06/2022
197347;1012;04/06/2022
197383;1396;10/09/2022
197391;1207;27/01/2022
197473;1973;10/10/2022
197479;1953;02/01/2022
197488;1339;21/10/2022
197511;1110;13/01/2022
197535;1661;18/06/2022
197583;1285;23/03/2022
197597;1772;18/03/2022
197626;1471;30/04/2022
197664;1953;03/10/2022
197715;1664;04/10/2022
197720;1604;10/09/2022
197787;1109;22/03/2022
197900;1246;13/11/2022
197964;1821;21/04/2022
198029;1246;17/06/2022
198082;1676;27/01/2022
198091;1704;06/12/2022
198141;1445;26/04/2022
198198;1132;22/10/2022
198205;1383;04/05/2022
198255;1485;24/06/2022
198383;1264;23/01/2022
198542;1018;11/07/2022
198566;1665;05/07/2022
198590;1149;21/11/2022
198619;1815;25/06/2022
198662;1231;07/07/2022
198717;1162;21/08/2022
198744;1303;09/11/2022
198778;1825;09/08/2022
198869;1259;03/09/2022
198953;1495;05/12/2022
198989;1482;10/10/2022
198998;1960;03/09/2022
199007;1871;30/09/2022
199026;1254;17/08/2022
199033;1089;19/04/2022
199085;1115;16/09/2022
199104;1804;09/07/2022
199108;1248;29/10/2022
199155;1610;13/10/2022
199208;1069;09/03/2022
199250;1376;08/01/2022
199252;1548;27/08/2022
199292;1138;11/08/2022
199297;1968;21/05/2022
199302;1196;31/01/2022
199385;1256;22/11/2022
199429;1375;16/04/2022
199445;1426;16/01/2022
199631;1787;16/08/2022
199662;1790;07/02/2022
199712;1738;07/06/2022
199737;1749;10/05/2022
199822;1248;11/11/2022
199829;1161;24/03/2022
199833;1873;08/05/2022
199862;1245;25/05/2022
199878;1592;17/04/2022
199913;1346;30/04/2022
199945;1455;06/08/2022
200029;1388;19/08/2022
200051;1807;05/03/2022
200055;1724;16/05/2022
200062;1058;01/07/2022
200063;1800;22/09/2022
200096;1572;29/01/2022
200105;1664;06/01/2022
200107;1297;09/07/2022
200128;1013;04/12/2022
200168;1250;14/11/2022
200241;1681;06/12/2022
200248;1056;25/06/2022
200279;1328;04/12/2022
200335;1733;24/06/2022
200405;1602;19/08/2022
200436;1258;30/08/2022
200450;1275;25/10/2022
200483;1260;29/04/2022
200508;1982;12/09/2022
200512;1109;19/04/2022
200529;1047;03/09/2022
200532;1913;20/08/2022
200558;1449;15/10/2022
200620;1756;22/03/2022
200658;1382;19/04/2022
200801;1231;13/06/2022
200803;1377;09/10/2022
200826;1307;19/09/2022
200831;1114;26/11/2022
200833;1885;20/07/2022
200857;1935;24/03/2022
200865;1948;22/10/2022
200889;1199;02/11/2022
200896;1947;08/04/2022
200904;1277;01/09/2022
200914;1005;04/11/2022
200975;1991;06/11/2022
200989;1042;20/04/2022
201077;1241;04/08/2022
201085;1072;06/03/2022
201119;1244;06/11/2022
201133;1194;18/10/2022
201167;1602;01/08/2022
201195;1496;10/01/2022
201273;1444;26/09/2022
201278;1697;16/10/2022
201361;1970;12/04/2022
201369;1240;10/10/2022
201464;1596;31/01/2022
201479;1491;07/01/2022
201494;1129;22/06/2022
201543;1436;27/11/2022
201602;N/A;15/10/2022
201704;1116;27/04/2022
201720;1559;09/05/2022
201841;1688;25/06/2022
201850;1291;31/07/2022
201899;1865;30/10/2022
201932;1274;02/10/2022
201987;1569;16/03/2022
202004;1967;23/09/2022
202027;1207;03/03/2022
202033;1655;03/01/2022
202040;1556;14/11/2022
202053;1919;11/05/2022
202092;1278;08/01/2022
202103;1201;31/01/2022
202181;1233;22/01/2022
202226;1084;18/05/2022
202233;1738;25/06/2022
202320;1820;09/10/2022
202359;1381;02/03/2022
202395;1653;07/07/2022
202408;1729;20/07/2022
202447;1671;16/06/2022
202481;1563;06/12/2022
202564;1418;23/03/2022
202611;1024;19/06/2022
202615;1852;10/08/2022
202705;1809;06/02/2022
202706;1628;12/01/2022
202739;1730;26/05/2022
202750;1615;15/07/2022
202805;1953;26/10/2022
202838;1467;18/01/2022
202889;1360;19/07/2022
202919;1831;25/03/2022
202959;1337;16/03/2022
203101;1730;25/07/2022
203104;1318;02/05/2022
203109;1473;08/09/2022
203120;1665;11/05/2022
203126;1592;02/05/2022
203208;1574;17/04/2022
203253;1057;08/02/2022
203275;1120;15/04/2022
203296;1131;31/07/2022
203299;1677;14/01/2022
203306;1536;27/06/2022
203375;1979;20/02/2022
203402;1105;11/01/2022
203450;1613;14/03/2022
203524;1143;12/04/2022
203526;1879;07/04/2022
203529;1623;04/09/2022
203550;1203;17/08/2022
203606;1693;26/02/2022
203609;1708;07/02/2022
203620;1492;25/10/2022
203633;1006;07/01/2022
203710;1365;30/03/2022
203739;1230;02/12/2022
203851;1839;10/04/2022
203877;1098;05/06/2022
203885;1722;06/03/2022
203898;1896;10/09/2022
203918;1948;16/02/2022
203974;1705;31/05/2022
204038;1125;24/09/2022
204051;1269;06/03/2022
204055;1861;05/02/2022
204062;1924;25/11/2022
204097;1240;08/07/2022
204110;1756;15/10/2022
204117;1935;20/06/2022
204248;1756;04/04/2022
204329;1174;05/05/2022
204439;1625;07/01/2022
204441;1357;07/02/2022
204505;1433;03/02/2022
204596;1074;30/08/2022
204620;1303;20/07/2022
204632;1730;26/10/2022
204711;1990;05/01/2022
204747;1740;12/09/2022
204765;1476;27/05/2022
204856;1180;12/09/2022
204902;1613;04/06/2022
204966;1907;23/08/2022
204969;1192;08/01/2022
205023;1805;30/07/2022
205030;1143;26/10/2022
205098;1451;15/05/2022
205099;1132;04/05/2022
205104;1423;08/08/2022
205159;1926;07/02/2022
205177;1293;22/02/2022
205180;1152;26/10/2022
205186;1167;03/09/2022
205197;1319;16/08/2022
205208;1190;26/06/2022
205261;1040;25/02/2022
205300;1923;28/04/2022
205325;1270;09/01/2022
205332;1761;06/11/2022
205361;1419;03/05/2022
205464;1897;12/11/2022
205512;1159;07/04/2022
205533;1819;05/12/2022
205689;1953;17/07/2022
205729;1938;04/01/2022
205733;1615;13/05/2022
205746;1622;10/07/2022
205836;1604;24/10/2022
205845;1768;03/02/2022
205864;1435;22/06/2022
206045;1779;10/11/2022
206120;1433;18/04/2022
206165;1349;15/08/2022
206191;1655;27/01/2022
206202;1484;07/07/2022
206207;1358;02/07/2022
206209;1707;30/10/2022
206211;1722;16/09/2022
206276;1901;30/11/2022
206379;1238;13/07/2022
206382;1811;01/12/2022
206452;1843;16/02/2022
206456;1597;14/10/2022
206472;1171;30/10/2022
206484;1132;13/05/2022
206508;1087;06/09/2022
206558;1430;27/04/2022
206604;1923;24/07/2022
206633;1774;04/05/2022
206720;1711;12/02/2022
206754;1658;17/09/2022
206756;1104;15/09/2022
206770;1056;13/01/2022
206776;1348;01/03/2022
206790;1427;20/08/2022
206807;1119;12/08/2022
206820;1694;25/06/2022
206828;1153;19/06/2022
206834;1497;03/02/2022
206859;1266;04/01/2022
206889;1995;22/07/2022
206894;1328;15/06/2022
206898;1515;24/11/2022
207024;1667;21/03/2022
207060;1671;17/02/2022
207073;1887;15/06/2022
207083;1363;23/01/2022
207106;1412;01/07/2022
207203;1827;21/02/2022
207219;1789;05/09/2022
207261;1388;23/09/2022
207268;1823;14/09/2022
207304;1849;12/10/2022
207323;1004;13/09/2022
207383;1681;14/02/2022
207479;1338;03/05/2022
207483;1566;14/02/2022
207504;1981;10/09/2022
207533;1684;03/11/2022
207545;1978;02/12/2022
207594;1353;11/04/2022
207617;1782;17/03/2022
207626;1925;15/04/2022
207629;1266;28/03/2022
207666;1171;20/02/2022
207676;1799;07/10/2022
207704;1049;06/07/2022
207712;1798;10/05/2022
207788;1348;25/11/2022
207850;1451;05/03/2022
207859;1698;07/02/2022
207891;1133;20/01/2022
207904;1469;08/04/2022
207945;1896;29/05/2022
207993;1930;27/04/2022
208000;1799;12/06/2022
208052;1218;15/09/2022
208072;1916;08/09/2022
208077;1285;05/04/2022
208097;1459;19/06/2022
208211;1320;01/04/2022
208216;1393;17/04/2022
208243;1249;30/06/2022
208307;1815;25/03/2022
208319;1535;02/12/2022
208337;1594;25/11/2022
208380;1102;09/01/2022
208485;1177;28/09/2022
208491;1713;11/07/2022
208520;1206;04/12/2022
208521;1496;08/09/2022
208568;1399;20/11/2022
208578;1958;25/02/2022
208613;1127;01/01/2022
208614;1669;09/03/2022
208634;1938;09/04/2022
208662;1709;23/04/2022
208681;1926;08/10/2022
208702;1427;01/04/2022
208711;1574;24/03/2022
208756;1534;27/02/2022
208804;1090;07/08/2022
208823;1401;12/11/2022
208830;1293;04/09/2022
208832;1755;30/11/2022
208894;1205;20/05/2022
208899;1738;28/11/2022
208956;1419;11/10/2022
208964;1373;27/11/2022
209035;1495;09/11/2022
209201;1926;18/06/2022
209266;1940;15/01/2022
209272;1800;14/07/2022
209333;1241;15/03/2022
209358;1643;07/07/2022
209367;1942;18/08/2022
209376;1172;03/06/2022
209381;1265;03/09/2022
209386;1427;13/06/2022
209399;1147;05/08/2022
209428;1406;19/05/2022
209471;1456;21/11/2022
209473;1320;27/04/2022
209519;1575;19/11/2022
209544;1699;15/09/2022
209548;1761;05/05/2022
209569;1238;28/11/2022
209641;1139;27/03/2022
209678;1300;19/04/2022
209826;1864;10/07/2022
209886;1150;08/01/2022
209936;1644;08/10/2022
210004;1751;05/02/2022
210153;1123;14/05/2022
210163;1853;31/10/2022
210172;1547;15/02/2022
210212;1908;15/10/2022
210216;1678;02/04/2022
210313;1172;18/07/2022
210368;1708;10/07/2022
210384;1602;16/06/2022
210416;1937;19/04/2022
210422;1597;09/10/2022
210434;1050;10/05/2022
210470;1383;19/10/2022
210478;1571;01/12/2022
210485;1062;10/10/2022
210503;1056;12/02/2022
210613;1798;19/04/2022
210619;1044;17/08/2022
210631;1472;11/09/2022
210673;1502;13/05/2022
210674;1659;04/08/2022
210693;1668;06/04/2022
210769;1068;19/10/2022
210783;1730;16/11/2022
210814;1937;03/08/2022
210815;1579;11/04/2022
210822;1608;14/08/2022
210919;1788;15/02/2022
210946;1233;28/03/2022
210950;1512;17/08/2022
210971;1866;24/03/2022
210999;1750;18/02/2022
211002;1777;10/07/2022
211005;1076;20/10/2022
211071;1544;19/03/2022
211075;1823;29/06/2022
211112;1549;28/10/2022
211127;1668;19/05/2022
211134;1915;04/11/2022
211143;1845;17/09/2022
211165;1510;23/05/2022
211191;1544;22/08/2022
211206;1637;19/03/2022
211231;1853;30/05/2022
211239;1436;20/04/2022
211244;1805;17/05/2022
211265;1132;28/08/2022
211283;1082;30/03/2022
211297;1639;25/01/2022
211334;1062;01/01/2022
211335;1683;12/03/2022
211340;1448;21/08/2022
211382;1911;02/11/2022
211404;1011;11/11/2022
211489;1425;25/08/2022
211499;1905;28/11/2022
211500;1800;20/10/2022
211550;1436;15/02/2022
211552;1077;30/03/2022
211627;1821;22/05/2022
211649;1376;03/07/2022
211657;1005;11/08/2022
211697;1163;10/09/2022
211800;1567;30/11/2022
211951;1870;25/10/2022
212007;1813;21/03/2022
212025;1515;12/01/2022
212029;1466;03/05/2022
212114;1488;09/03/2022
212126;1916;17/02/2022
212143;1444;01/09/2022
212162;1107;17/11/2022
212170;1604;26/02/2022
212183;1221;29/06/2022
212204;1480;28/01/2022
212213;1647;25/03/2022
212242;1697;23/08/2022
212252;1438;26/10/2022
212258;1953;13/03/2022
212276;1670;06/09/2022
212321;1433;07/01/2022
212358;1233;15/05/2022
212391;1052;08/10/2022
212398;1113;26/01/2022
212510;1193;08/11/2022
212521;1694;19/07/2022
212527;1459;10/02/2022
212528;1436;27/09/2022
212547;1746;20/11/2022
212558;1927;03/03/2022
212594;1289;27/09/2022
212610;1638;28/03/2022
212692;1110;04/06/2022
212750;1088;31/10/2022
212761;1507;03/05/2022
212768;1231;06/05/2022
212769;1243;07/10/2022
212824;1489;01/04/2022
212842;1416;15/05/2022
212870;1393;11/11/2022
212877;1335;06/02/2022
212926;1547;23/09/2022
212937;1345;25/06/2022
213011;1487;27/10/2022
213015;1117;12/10/2022
213024;1504;08/10/2022
213071;1214;24/04/2022
213076;1816;08/07/2022
213100;1645;06/11/2022
213162;1112;18/10/2022
213214;1274;19/05/2022
213217;1599;29/06/2022
213237;1243;08/09/2022
213317;1283;19/01/2022
213319;1787;24/09/2022
213331;1832;09/05/2022
213365;1237;14/11/2022
213466;1016;05/10/2022
213544;1220;23/01/2022
213545;1563;03/01/2022
213593;1944;24/10/2022
213624;1135;05/01/2022
213666;1679;15/05/2022
213747;1310;06/10/2022
213757;1970;29/11/2022
213784;1290;26/01/2022
213834;1606;23/05/2022
213850;1934;14/04/2022
213894;1862;30/06/2022
213965;1959;22/10/2022
214015;1525;21/07/2022
214017;1746;08/06/2022
214022;1680;29/06/2022
214034;1174;07/11/2022
214036;1901;19/09/2022
214037;1502;04/07/2022
214040;1106;16/07/2022
214148;1186;16/06/2022
214152;1959;03/02/2022
214164;1622;11/03/2022
214168;1583;28/02/2022
214178;1440;23/11/2022
214200;1402;05/07/2022
214226;1249;08/11/2022
214289;1764;19/10/2022
214311;1841;23/04/2022
214316;1176;01/07/2022
214328;1739;07/07/2022
214355;1607;27/09/2022
214359;1091;17/07/2022
214378;1371;06/11/2022
214397;1679;30/04/2022
214432;1958;10/07/2022
214474;1805;25/02/2022
214475;1793;24/02/2022
214593;1924;13/03/2022
214640;1237;15/09/2022
214685;1397;25/08/2022
214706;1535;24/04/2022
214715;1106;07/05/2022
214749;1217;30/06/2022
214782;1521;03/09/2022
214935;1652;07/11/2022
215000;1424;21/11/2022
215053;1787;22/07/2022
215094;1286;12/08/2022
215173;1605;08/03/2022
215183;1161;07/10/2022
215193;1666;16/10/2022
215259;1150;20/02/2022
215281;1594;12/03/2022
215296;1852;30/06/2022
215310;1870;13/05/2022
215318;1050;28/04/2022
215354;1365;19/09/2022
215380;1914;16/01/2022
215443;1003;21/09/2022
215519;1974;03/12/2022
215527;1156;28/02/2022
215536;1007;05/10/2022
215548;1024;15/05/2022
215565;1698;02/09/2022
215575;1641;22/03/2022
215679;1200;17/02/2022
215724;1758;25/05/2022
215746;1680;31/10/2022
215793;1864;18/01/2022
215804;1032;13/09/2022
215853;1840;12/07/2022
215887;1627;08/06/2022
215912;1163;13/04/2022
215970;1691;11/05/2022
216063;1085;09/02/2022
216077;1764;21/02/2022
216085;1740;10/02/2022
216099;1036;16/03/2022
216132;1462;06/05/2022
216138;1537;17/06/2022
216198;1599;22/02/2022
216210;1043;25/11/2022
216253;1840;21/02/2022
216266;1306;29/07/2022
216330;1911;08/07/2022
216337;1264;02/10/2022
216341;1881;13/02/2022
216351;1800;05/10/2022
216375;1017;08/06/2022
216391;1977;06/10/2022
216419;1167;02/01/2022
216422;1386;09/04/2022
216487;1625;15/07/2022
216521;1634;20/04/2022
216556;1680;08/03/2022
216576;1679;03/03/2022
216639;1995;02/12/2022
216648;1835;06/02/2022
216692;1599;06/12/2022
216735;1704;20/04/2022
216774;1953;10/05/2022
216792;1268;10/05/2022
216800;1870;14/04/2022
216801;1335;02/10/2022
216831;1832;16/05/2022
216840;1736;24/08/2022
216842;1909;01/11/2022
216850;1011;09/02/2022
216855;1740;22/05/2022
216875;1509;07/08/2022
216931;1858;16/11/2022
216984;1942;29/05/2022
217060;1850;13/09/2022
217088;1811;15/10/2022
217128;1832;11/04/2022
217142;1202;05/02/2022
217150;1673;18/07/2022
217207;1674;30/10/2022
217224;1261;28/01/2022
217236;1881;18/05/2022
217266;1735;22/11/2022
217357;1579;24/11/2022
217358;1549;08/05/2022
217378;1663;27/09/2022
217478;1488;06/06/2022
217480;1040;24/01/2022
217553;1125;16/06/2022
217557;1395;06/11/2022
217577;1160;07/10/2022
217583;1258;02/02/2022
217603;1048;03/12/2022
217718;1119;16/09/2022
217735;1680;02/08/2022
217789;1074;14/05/2022
217844;1323;07/01/2022
217859;1602;18/04/2022
217899;1282;09/03/2022
217925;1677;30/06/2022
218019;1643;19/07/2022
218026;1084;26/05/2022
218068;1076;11/06/2022
218103;1399;27/05/2022
218215;1371;26/05/2022
218229;1413;18/03/2022
218265;1258;24/03/2022
218375;1845;15/07/2022
218405;1559;20/10/2022
218417;1142;27/01/2022
218505;1841;20/03/2022
218509;1813;17/07/2022
218521;1855;11/09/2022
218543;1663;26/06/2022
218544;1853;05/03/2022
218564;1401;31/05/2022
218604;1709;17/06/2022
218632;1134;26/11/2022
218684;1322;16/05/2022
218697;1246;07/03/2022
218710;1745;08/03/2022
218880;1573;09/08/2022
218892;1250;10/01/2022
218915;1683;09/03/2022
219029;1742;14/09/2022
219176;1861;25/10/2022
219191;1218;01/03/2022
219228;1546;04/09/2022
219267;1813;16/01/2022
219272;1547;08/10/2022
219315;1176;12/10/2022
219337;1263;15/05/2022
219339;1276;09/05/2022
219364;1300;19/10/2022
219463;1127;06/07/2022
219491;1956;22/02/2022
219501;1975;26/08/2022
219502;1260;05/02/2022
219560;1074;16/04/2022
219614;1520;16/09/2022
219634;1414;20/10/2022
219663;1528;23/11/2022
219678;1147;02/03/2022
219706;1563;16/08/2022
219721;1612;16/04/2022
219745;1095;25/06/2022
219765;1708;05/11/2022
219864;1489;12/10/2022
219898;1109;19/02/2022
219902;1647;05/11/2022
219944;1883;02/06/2022
220014;1101;20/09/2022
220055;1101;07/02/2022
220066;1676;19/08/2022
220088;1575;21/06/2022
220121;1069;03/02/2022
220124;1438;24/07/2022
220127;1405;28/11/2022
220139;1496;07/10/2022
220169;1790;31/05/2022
220190;1697;25/08/2022
220232;1500;02/10/2022
220285;1774;31/07/2022
220295;1156;15/05/2022
220418;1735;04/12/2022
220493;1536;22/01/2022
220499;1955;15/09/2022
220523;1732;29/01/2022
220535;1022;05/01/2022
220548;1051;22/03/2022
220556;1682;27/03/2022
220596;1024;09/11/2022
220621;1337;13/01/2022
220696;1150;12/04/2022
220741;1428;26/01/2022
220743;1325;11/10/2022
220750;1089;10/04/2022
220790;1753;26/08/2022
220810;1563;25/01/2022
220823;1363;18/03/2022
220967;1747;26/03/2022
220991;1280;28/09/2022
221012;1813;30/06/2022
221060;1467;30/05/2022
221117;1410;03/02/2022
221119;1544;11/01/2022
221151;1566;05/07/2022
221167;1179;17/06/2022
221280;1219;02/12/2022
221337;1009;02/04/2022
221392;1699;25/11/2022
221415;1032;16/05/2022
221429;1396;27/05/2022
221466;1645;05/04/2022
221482;1858;22/04/2022
221542;1388;19/04/2022
221618;1213;05/06/2022
221651;1710;16/08/2022
221714;1627;19/02/2022
221721;1222;08/04/2022
221725;1207;14/05/2022
221746;1250;20/06/2022
221748;1588;12/03/2022
221825;1715;04/11/2022
221832;1662;13/01/2022
221915;1445;18/05/2022
221924;1225;01/11/2022
221950;1072;24/08/2022
221994;1651;26/05/2022
222040;1762;30/03/2022
222050;1501;31/08/2022
222071;1225;31/08/2022
222085;1961;31/07/2022
222122;1289;27/05/2022
222141;1416;24/07/2022
222145;1080;10/07/2022
222147;1723;27/06/2022
222161;1866;22/10/2022
222183;1979;16/06/2022
222202;1818;28/09/2022
222237;1737;29/08/2022
222249;1856;31/03/2022
222311;1775;20/03/2022
222329;1479;30/09/2022
222331;1356;11/01/2022
222338;1117;18/01/2022
222358;1470;29/05/2022
222388;1454;31/01/2022
222411;1093;04/11/2022
222414;1862;07/05/2022
222480;1549;29/04/2022
222485;1025;22/11/2022
222517;1005;09/06/2022
222520;1145;12/11/2022
222548;1312;26/04/2022
222622;1280;07/08/2022
222663;1733;23/08/2022
222711;1752;16/02/2022
222730;1370;08/11/2022
222773;1403;29/10/2022
222789;1793;22/09/2022
222831;1595;11/06/2022
222866;1271;16/08/2022
222870;1555;23/06/2022
222968;1203;31/05/2022
223001;1127;25/06/2022
223007;1055;29/04/2022
223010;1640;23/03/2022
223103;1630;20/09/2022
223315;1341;31/01/2022
223332;1575;29/03/2022
223346;1833;05/03/2022
223363;1923;20/09/2022
223424;1121;11/05/2022
223588;1163;02/03/2022
223622;1941;16/04/2022
223632;1509;19/03/2022
223646;1041;14/07/2022
223684;1925;10/02/2022
223721;1409;18/09/2022
223854;1636;01/05/2022
223855;1806;07/01/2022
223907;1563;16/07/2022
223923;1772;26/05/2022
223934;1823;10/07/2022
223975;1213;23/11/2022
223986;1210;14/02/2022
223993;1421;20/01/2022
224006;1856;07/10/2022
224035;1627;15/03/2022
224069;1679;22/06/2022
224132;1387;06/06/2022
224168;1576;12/06/2022
224176;1545;23/10/2022
224255;1495;15/10/2022
224286;1136;27/01/2022
224301;1337;08/10/2022
224327;1666;16/10/2022
224355;1002;12/07/2022
224359;1903;08/10/2022
224463;1011;22/11/2022
224473;1266;16/02/2022
224477;1740;01/05/2022
224507;1496;10/04/2022
224554;1494;23/05/2022
224649;1961;18/05/2022
224715;1919;01/09/2022
224766;1862;19/07/2022
224797;1629;06/08/2022
224831;1862;19/01/2022
224912;1617;16/03/2022
224938;1260;04/02/2022
224941;1054;16/03/2022
225007;1474;13/10/2022
225008;1338;10/10/2022
225012;1600;16/05/2022
225020;1714;13/10/2022
225114;1683;20/06/2022
225185;1773;19/08/2022
225295;1315;23/01/2022
225318;1102;06/03/2022
225321;1555;10/09/2022
225347;1788;29/06/2022
225357;1402;09/02/2022
225388;1262;04/09/2022
225452;1902;12/03/2022
225490;1082;25/05/2022
225528;1767;04/08/2022
225543;1193;10/01/2022
225569;1658;21/04/2022
225626;1347;26/04/2022
225664;1088;24/04/2022
225673;1082;20/01/2022
225723;1542;06/12/2022
225759;1479;05/07/2022
225792;1936;12/03/2022
225807;1718;23/03/2022
225814;1932;21/03/2022
225837;1853;11/03/2022
225863;1911;10/06/2022
225905;1717;12/09/2022
225912;1850;18/08/2022
225921;1088;05/04/2022
225934;1683;26/05/2022
225935;1456;06/03/2022
225960;1655;01/05/2022
225968;1964;16/10/2022
226035;1434;26/07/2022
226081;1761;21/06/2022
226177;1330;27/07/2022
226242;1848;20/05/2022
226245;1575;09/05/2022
226295;1785;22/08/2022
226355;1502;14/03/2022
226391;1673;06/03/2022
226411;1505;28/10/2022
226431;1415;24/11/2022
226522;1880;07/02/2022
226584;1796;04/03/2022
226601;1689;23/08/2022
226651;1448;28/10/2022
226658;N/A;18/03/2022
226771;1484;03/02/2022
226847;1920;15/01/2022
226848;1299;16/03/2022
226854;1322;04/03/2022
226893;1265;05/05/2022
226919;1591;03/10/2022
226951;1742;26/07/2022
226972;1863;26/01/2022
227004;1880;22/07/2022
227006;1607;27/09/2022
227029;1515;19/11/2022
227063;1941;30/01/2022
227083;1700;17/07/2022
227104;1041;12/06/2022
227149;1945;27/03/2022
227216;1924;21/07/2022
227307;1585;29/08/2022
227331;1128;27/09/2022
227390;1151;04/06/2022
227423;1122;23/10/2022
227461;1980;07/08/2022
227483;1450;25/01/2022
227487;1968;09/06/2022
227576;1910;29/05/2022
227618;1284;12/02/2022
227674;1773;10/05/2022
227694;1103;22/07/2022
227712;1022;09/03/2022
227731;1700;24/09/2022
227738;1579;03/03/2022
227772;1660;05/08/2022
227818;1741;28/03/2022
227839;1989;01/07/2022
227877;1164;04/01/2022
227919;1317;25/08/2022
227955;1117;01/12/2022
227992;1914;06/05/2022
228004;1764;24/03/2022
228005;1539;25/04/2022
228007;1558;19/03/2022
228073;1135;18/01/2022
228091;1715;04/05/2022
228103;1996;24/03/2022
228124;1486;21/01/2022
228139;1709;01/07/2022
228166;1231;30/04/2022
228182;1502;16/06/2022
228200;1724;04/02/2022
228226;1441;19/09/2022
228228;1629;21/06/2022
228285;1958;07/02/2022
228295;1182;06/11/2022
228307;1624;22/09/2022
228428;1069;27/06/2022
228434;1311;29/10/2022
228443;1202;18/01/2022
228478;1137;01/05/2022
228490;1685;01/03/2022
228538;1193;29/05/2022
228609;1029;01/10/2022
228658;1349;22/11/2022
228698;1535;23/02/2022
228790;1938;26/09/2022
228800;1988;22/08/2022
228807;1250;27/06/2022
228855;1503;14/11/2022
228898;1700;15/07/2022
228963;1536;11/11/2022
228983;1614;19/08/2022
229043;1769;27/03/2022
229044;1246;30/03/2022
229049;1235;13/04/2022
229054;1915;29/08/2022
229068;1823;23/03/2022
229096;1842;28/09/2022
229103;1834;22/05/2022
229127;1490;17/10/2022
229155;1360;22/05/2022
229171;1235;29/10/2022
229180;1576;12/10/2022
229199;1942;30/11/2022
229283;1081;14/02/2022
229297;1267;10/02/2022
229308;1919;02/11/2022
229312;1781;09/10/2022
229320;1333;28/07/2022
229339;1337;11/06/2022
229406;1232;25/09/2022
229409;1334;26/06/2022
229431;1571;31/05/2022
229502;1012;14/01/2022
229522;N/A;30/03/2022
229625;1017;27/09/2022
229692;1731;18/06/2022
229698;1269;30/08/2022
229719;1525;20/08/2022
229753;1686;28/09/2022
229791;1043;18/01/2022
229877;1494;30/11/2022
229888;1382;06/07/2022
229894;1789;03/02/2022
229904;1751;25/11/2022
229911;1299;11/07/2022
229950;1060;13/02/2022
230169;1021;07/07/2022
230182;1733;03/12/2022
230183;1333;24/06/2022
230230;1344;04/02/2022
230253;1544;22/06/2022
230274;1130;15/04/2022
230385;1230;01/03/2022
230391;1513;12/04/2022
230396;1824;23/02/2022
230419;1176;16/06/2022
230445;1273;26/01/2022
230514;1963;29/09/2022
230640;1627;19/04/2022
230685;1128;22/04/2022
230710;1039;11/06/2022
230725;1555;25/07/2022
230729;1544;18/03/2022
230730;1023;09/11/2022
230849;1567;17/10/2022
230865;1169;08/02/2022
230883;1535;10/05/2022
230901;1899;17/04/2022
230943;1930;05/07/2022
230976;1020;24/06/2022
231020;1006;19/04/2022
231039;1848;15/07/2022
231071;1793;19/07/2022
231155;1646;11/07/2022
231181;1995;13/02/2022
231193;1144;14/01/2022
231219;1739;25/08/2022
231394;1355;20/08/2022
231412;1390;04/11/2022
231429;1156;21/07/2022
231454;1298;23/11/2022
231506;1830;13/09/2022
231507;1565;05/04/2022
231523;1361;29/07/2022
231548;1746;09/04/2022
231564;1626;15/04/2022
231587;1311;11/09/2022
231628;1334;25/07/2022
231697;1529;28/09/2022
231760;1715;09/11/2022
231768;1380;22/09/2022
231791;1650;23/03/2022
231828;1052;20/02/2022
231849;1414;02/12/2022
231864;1309;30/06/2022
231887;1946;11/04/2022
231897;1926;18/02/2022
